category,ym,n,platform_n,share,month,seasonal_index,adj,roll_mean,roll_std,denom,z,shift,bad_rate
beleza_saude,2017-09,360,4243,0.0848456280933302,9,2.072143577085466,0.040945824908845456,0.07925842997732939,0.005023147722504742,0.005023147722504742,-7.627210503253871,COLLAPSE,0.13055555555555556
beleza_saude,2018-06,793,6160,0.12873376623376623,6,1.0044888700154384,0.1281584794780132,0.10957493559623986,0.00603243617478683,0.00603243617478683,3.080603481466596,SURGE,0.07313997477931904
brinquedos,2017-07,201,3969,0.050642479213907785,7,0.8573097775209801,0.05907138882790644,0.052154358792481634,0.003051348484724335,0.003051348484724335,2.266876454804442,SURGE,0.07462686567164178
brinquedos,2017-09,272,4243,0.06410558567051615,9,1.480645504110525,0.04329570143059097,0.0554310326347898,0.00244602690583097,0.00244602690583097,-4.96124191245402,COLLAPSE,0.13970588235294118
brinquedos,2017-10,279,4568,0.06107705779334501,10,1.6427253083105273,0.03718032314006299,0.05260657065741784,0.006648400464080301,0.006648400464080301,-2.3202945732133817,COLLAPSE,0.10752688172043011
brinquedos,2018-01,156,7220,0.021606648199445983,1,0.8789095911506717,0.02458347071984785,0.04176685685795897,0.0030576891452640275,0.0030576891452640275,-5.619729580662575,COLLAPSE,0.1346153846153846
brinquedos,2018-07,148,6273,0.02359317710824167,7,0.8573097775209801,0.0275200140332755,0.03443704406870031,0.0030513484847244005,0.0030513484847244005,-2.2668764548043945,COLLAPSE,0.11486486486486487
cama_mesa_banho,2017-07,505,3969,0.127236079617032,7,1.1634025528153793,0.10936548085538123,0.09130826364299377,0.002581550431653454,0.002739247909289813,6.592034678989326,SURGE,0.11683168316831684
cama_mesa_banho,2017-10,439,4568,0.09610332749562171,10,0.6248048057568979,0.15381336156529832,0.09673149853546928,0.009403071335323764,0.009403071335323764,6.070555140360807,SURGE,0.1571753986332574
cama_mesa_banho,2018-07,514,6273,0.08193846644348797,7,1.1634025528153793,0.07043002118673433,0.0884872383991218,0.0025815504316533495,0.002654617151973654,-6.802192624636022,COLLAPSE,0.11284046692607004
casa_conforto,2017-09,25,4243,0.005892057506481263,9,1.4030665446820427,0.004199414153814421,0.005956722179903808,0.00042999612790157825,0.00042999612790157825,-4.08679965251133,COLLAPSE,0.08
casa_construcao,2018-02,32,6694,0.004780400358530027,2,0.7894563045960863,0.0060553070900812534,0.004124042366656067,0.0,0.000123721270999682,15.609803454332038,SURGE,0.21875
consoles_games,2017-08,85,4293,0.019799673887724203,8,1.118470754161746,0.017702451149528137,0.01408604890344145,0.000925551859229833,0.000925551859229833,3.9072929409876123,SURGE,0.09411764705882353
consoles_games,2017-10,101,4568,0.022110332749562173,10,2.143453698039916,0.010315283586382572,0.014961360889486339,0.0020918411776598804,0.0020918411776598804,-2.2210468713983733,COLLAPSE,0.13861386138613863
consoles_games,2018-01,53,7220,0.007340720221606648,1,1.3335917783277424,0.005504473213543312,0.01212728908843309,0.0012080036680336519,0.0012080036680336519,-5.482446825405901,COLLAPSE,0.1320754716981132
consoles_games,2018-08,56,6452,0.008679479231246125,8,1.118470754161746,0.0077601306953717225,0.011376532941458404,0.0009255518592298022,0.0009255518592298022,-3.907292940987737,COLLAPSE,0.14285714285714285
construcao_ferramentas_construcao,2018-01,40,7220,0.00554016620498615,1,0.5444960272037196,0.010174851474009622,0.006251279153391844,0.0,0.0001875383746017553,20.921437166924527,SURGE,0.15
construcao_ferramentas_iluminacao,2018-04,34,6934,0.00490337467551197,4,1.0,0.00490337467551197,0.001225866415090886,0.0003434797627365953,0.0003434797627365953,10.706622803979457,SURGE,0.11764705882352941
construcao_ferramentas_iluminacao,2018-08,51,6452,0.007904525728456293,8,1.0,0.007904525728456293,0.005407803756616054,0.0007774063719400024,0.0007774063719400024,3.211604717889973,SURGE,0.0784313725490196
cool_stuff,2017-05,235,3660,0.06420765027322405,5,1.1276408720742093,0.056939804030975726,0.045409796741035756,0.004355301509806087,0.004355301509806087,2.6473499627935806,SURGE,0.11914893617021277
cool_stuff,2017-06,197,3217,0.06123717749456015,6,0.9837462073225617,0.06224895917131706,0.04974363338121209,0.005196681559302905,0.005196681559302905,2.406406020341654,SURGE,0.07614213197969544
cool_stuff,2017-09,196,4243,0.0461937308508131,9,1.1780973588715007,0.039210452771969606,0.059116416226336566,0.002236678908391506,0.002236678908391506,-8.899785919062568,COLLAPSE,0.1377551020408163
cool_stuff,2018-05,166,6853,0.024222968043192763,5,1.1276408720742093,0.021481101512963487,0.033011108802903456,0.004355301509806146,0.004355301509806146,-2.6473499627935446,COLLAPSE,0.1144578313253012
cool_stuff,2018-06,98,6160,0.015909090909090907,6,0.9837462073225617,0.01617194637262216,0.028677272162727124,0.0051966815593029615,0.0051966815593029615,-2.406406020341628,COLLAPSE,0.08163265306122448
eletrodomesticos,2017-05,28,3660,0.007650273224043716,5,1.130984098027959,0.006764262413046406,0.0040564136503221,0.0012237058945031676,0.0012237058945031676,2.2128264437458727,SURGE,0.03571428571428571
eletrodomesticos,2017-06,42,3217,0.013055641902393535,6,1.6069871991658211,0.008124297386544617,0.0047333758410031766,0.0016826809881678169,0.0016826809881678169,2.0151897890245,SURGE,0.14285714285714285
eletrodomesticos,2018-02,48,6694,0.00717060053779504,2,0.752710507393751,0.00952637231360452,0.007446314846639733,0.0,0.00022338944539919197,9.31135069182777,SURGE,0.125
eletrodomesticos,2018-03,70,7188,0.009738452977184196,3,0.8827355090179635,0.01103213009751715,0.00796632921338093,0.0010400287334823921,0.0010400287334823921,2.9478040225588864,SURGE,0.15714285714285714
eletrodomesticos,2018-06,67,6160,0.010876623376623377,6,1.6069871991658211,0.0067683323067348495,0.01015925385227629,0.001682680988167816,0.001682680988167816,-2.015189789024501,COLLAPSE,0.1044776119402985
eletronicos,2017-07,85,3969,0.02141597379692618,7,1.0170791664960372,0.02105634890812565,0.01436137248537464,0.002474271452393775,0.002474271452393775,2.7058374764312316,SURGE,0.10588235294117647
eletronicos,2017-10,56,4568,0.012259194395796848,10,0.42830880920969916,0.028622326069867896,0.018584578246749566,0.0038065686339976944,0.0038065686339976944,2.636954377616618,SURGE,0.19642857142857142
eletronicos,2018-01,322,7220,0.044598337950138504,1,1.3370454414975006,0.033355887964576614,0.023574255806385863,0.0033653801756546933,0.0033653801756546933,2.906545961419605,SURGE,0.16770186335403728
eletronicos,2018-07,145,6273,0.023114937031723258,7,1.0170791664960372,0.022726782528991383,0.029421758951742392,0.0024742714523937792,0.0024742714523937792,-2.7058374764312267,COLLAPSE,0.11724137931034483
eletroportateis,2017-08,32,4293,0.007453994875378523,8,0.8064743053875334,0.009242693568267709,0.007137054763375184,0.0008748850325582126,0.0008748850325582126,2.406760575998791,SURGE,0.09375
eletroportateis,2018-02,30,6694,0.0044816253361219,2,1.3459893871685185,0.00332961416995244,0.006975921491224698,9.542710867136888e-05,0.00020927764473674092,-17.42330063901044,COLLAPSE,0.16666666666666666
eletroportateis,2018-08,25,6452,0.003874767513949163,8,0.8064743053875334,0.004804576522853049,0.006910215327745576,0.0008748850325582128,0.0008748850325582128,-2.406760575998794,COLLAPSE,0.2
esporte_lazer,2017-09,414,4243,0.09757247230732972,9,1.2572516313473814,0.07760775160240793,0.08606585884149197,0.0031209777388537994,0.0031209777388537994,-2.7100825275960907,COLLAPSE,0.10628019323671498
esporte_lazer,2018-03,670,7188,0.09321090706733445,3,1.015236627783167,0.09181200177033243,0.07871995248054761,0.0015681741183093383,0.0023615985744164284,5.543723404821234,SURGE,0.25223880597014925
fashion_bolsas_e_acessorios,2017-08,89,4293,0.020731423247146517,8,0.3044021919036136,0.06810536782767632,0.081074564024613,0.003412162094965191,0.003412162094965191,-3.8008734157364183,COLLAPSE,0.14606741573033707
fashion_bolsas_e_acessorios,2017-12,124,5624,0.022048364153627313,12,7.848423216968805,0.002809273091435399,0.06405827541436365,0.004338562580930025,0.004338562580930025,-14.11734904831055,COLLAPSE,0.12096774193548387
fashion_bolsas_e_acessorios,2018-08,122,6452,0.018908865468071915,8,0.3044021919036136,0.06211803321724847,0.049148837020311795,0.003412162094964781,0.003412162094964781,3.8008734157368744,SURGE,0.12295081967213115
ferramentas_jardim,2017-08,196,4293,0.04565571861169346,8,0.8949260050842074,0.05101619391135864,0.040418757470951625,0.0034190236924851384,0.0034190236924851384,3.0995504546223853,SURGE,0.08163265306122448
ferramentas_jardim,2018-08,120,6452,0.018598884066955982,8,0.8949260050842074,0.020782594271809025,0.03138003071221605,0.003419023692485125,0.003419023692485125,-3.099550454622401,COLLAPSE,0.08333333333333333
industria_comercio_e_negocios,2018-02,29,6694,0.004332237824917837,2,1.0,0.004332237824917837,0.0014625982792824518,0.0005761301607159158,0.0005761301607159158,4.980887551641957,SURGE,0.1724137931034483
industria_comercio_e_negocios,2018-04,46,6934,0.006633977502163254,4,1.0,0.006633977502163254,0.0029414321197933696,0.001253761470207171,0.001253761470207171,2.945173759215722,SURGE,0.06521739130434782
informatica_acessorios,2017-05,260,3660,0.07103825136612021,5,1.023195108137179,0.06942786454037285,0.04454267415952916,0.008499809899855404,0.008499809899855404,2.9277349345503634,SURGE,0.12307692307692308
informatica_acessorios,2017-09,216,4243,0.05090737685599812,9,0.7996197145981964,0.06366448441254195,0.06849601134356958,0.0010621261552606898,0.0020548803403070874,-2.3512449052413413,COLLAPSE,0.12037037037037036
informatica_acessorios,2018-01,589,7220,0.08157894736842106,1,0.8795892981183703,0.09274663475662548,0.06357572412461722,0.00017752057585053083,0.0019072717237385165,15.294575109009239,SURGE,0.16808149405772496
informatica_acessorios,2018-05,406,6853,0.059244126659857,5,1.023195108137179,0.05790110428471104,0.08278629466555475,0.008499809899855423,0.008499809899855423,-2.9277349345503585,COLLAPSE,0.1625615763546798
instrumentos_musicais,2017-07,28,3969,0.007054673721340388,7,1.048128832237634,0.006730731475327774,0.004605306519728968,0.0006225979727097395,0.0006225979727097395,3.41379999415722,SURGE,0.21428571428571427
instrumentos_musicais,2018-01,50,7220,0.006925207756232687,1,0.6972568004576678,0.009932076319208498,0.0058749049660007675,0.0,0.00017624714898002302,23.019784301121355,SURGE,0.12
instrumentos_musicais,2018-07,33,6273,0.0052606408417025345,7,1.048128832237634,0.005019078456673759,0.007144503412272566,0.0006225979727097369,0.0006225979727097369,-3.4137999941572357,COLLAPSE,0.09090909090909091
livros_interesse_geral,2017-08,29,4293,0.006755182855811786,8,1.2001906345639028,0.005628424902904134,0.004516629601039878,0.0005505499908465738,0.0005505499908465738,2.0194266103876646,SURGE,0.10344827586206896
livros_interesse_geral,2018-01,40,7220,0.00554016620498615,1,0.8164840087704123,0.00678539462558414,0.004575105875688864,0.0007397804151897751,0.0007397804151897751,2.987763266655651,SURGE,0.025
livros_interesse_geral,2018-08,33,6452,0.005114693118412895,8,1.2001906345639028,0.00426156726366337,0.005373362565527627,0.000550549990846576,0.000550549990846576,-2.019426610387658,COLLAPSE,0.09090909090909091
livros_tecnicos,2018-05,55,6853,0.008025682182985553,5,1.0,0.008025682182985553,0.002798725024960054,0.0006688767197680996,0.0006688767197680996,7.814529947817127,SURGE,0.12727272727272726
malas_acessorios,2017-08,55,4293,0.012811553692056837,8,1.000320337057651,0.012807450990890406,0.016206566886434366,0.0007751423877417488,0.0007751423877417488,-4.385150327602043,COLLAPSE,0.07272727272727272
malas_acessorios,2017-09,41,4243,0.009662974310629272,9,0.8682363794186758,0.011129428044813185,0.015358918156875482,0.0018692618822426603,0.0018692618822426603,-2.2626525219612015,COLLAPSE,0.024390243902439025
malas_acessorios,2018-01,123,7220,0.01703601108033241,1,0.9931201982296115,0.01715402738832792,0.011129428044813185,1.6334484331778112e-10,0.00033388284134439555,18.04405197720372,SURGE,0.13008130081300814
malas_acessorios,2018-08,61,6452,0.009454432734035957,8,1.000320337057651,0.00945140509873596,0.006052289203192002,0.0007751423877418077,0.0007751423877418077,4.385150327601708,SURGE,0.11475409836065574
moveis_cozinha_area_de_servico_jantar_e_jardim,2017-11,28,7451,0.0037578848476714534,11,1.0,0.0037578848476714534,0.00203533629384491,0.00081891995547773,0.00081891995547773,2.103439465975239,SURGE,0.14285714285714285
moveis_decoracao,2017-03,264,2641,0.09996213555471413,3,0.9116256695177334,0.10965261169926899,0.1321894463249561,0.010146871969163768,0.010146871969163768,-2.221062283448171,COLLAPSE,0.1893939393939394
moveis_decoracao,2017-04,167,2391,0.0698452530322041,4,0.7749604520001041,0.09012750631588967,0.12277777148996327,0.008834769243144849,0.008834769243144849,-3.6956556844320385,COLLAPSE,0.20359281437125748
moveis_decoracao,2017-08,327,4293,0.07617051013277429,8,0.7306732974687098,0.10424701490618822,0.09032667385427076,0.003595446560234207,0.003595446560234207,3.8716584487381978,SURGE,0.15902140672782875
moveis_decoracao,2017-09,273,4243,0.0643412679707754,9,2.26296600426416,0.028432273330459067,0.0938565510018454,0.007803371162260038,0.007803371162260038,-8.38410429428272,COLLAPSE,0.14652014652014653
moveis_decoracao,2018-08,337,6452,0.05223186608803472,8,0.7306732974687098,0.07148456946351113,0.08540491051542859,0.0035954465602340466,0.0035954465602340466,-3.8716584487383705,COLLAPSE,0.11275964391691394
moveis_escritorio,2017-02,53,1733,0.030582804385458743,2,1.461557322404147,0.020924806654283278,0.013355895033869102,0.003641915405130836,0.003641915405130836,2.0782777133567887,SURGE,0.24528301886792453
moveis_escritorio,2017-07,96,3969,0.02418745275888133,7,1.2158779821010461,0.019892993470516863,0.01568861390250387,0.0016962863077382279,0.0016962863077382279,2.478578969147592,SURGE,0.11458333333333333
moveis_escritorio,2018-01,104,7220,0.014404432132963989,1,0.8229533277809744,0.017503340282740393,0.013694728119872365,0.0008945559973890084,0.0008945559973890084,4.257544719374127,SURGE,0.28846153846153844
moveis_escritorio,2018-02,72,6694,0.01075590080669256,2,1.461557322404147,0.007359205582850455,0.014535061660915748,0.002151086427491467,0.002151086427491467,-3.3359217864777113,COLLAPSE,0.3472222222222222
moveis_escritorio,2018-07,64,6273,0.010202454965726127,7,1.2158779821010461,0.008391018766616869,0.012595398334629863,0.0016962863077382357,0.0016962863077382357,-2.4785789691475815,COLLAPSE,0.234375
moveis_sala,2018-06,26,6160,0.0042207792207792205,6,0.820788427231334,0.005142347383011555,0.002785383018536021,0.0009330574777477161,0.0009330574777477161,2.5260655647548647,SURGE,0.038461538461538464
papelaria,2017-03,56,2641,0.021204089360090876,3,0.9744974569158298,0.021758999173994084,0.010222876935156628,0.005746152848966003,0.005746152848966003,2.007625369887843,SURGE,0.017857142857142856
papelaria,2018-01,376,7220,0.0520775623268698,1,1.4403204559365905,0.03615692751722086,0.02115833040356961,0.0,0.0006347499121070883,23.629144057480147,SURGE,0.11702127659574468
pcs,2017-08,29,4293,0.006755182855811786,8,1.0,0.006755182855811786,0.0009222305839745432,0.000488181627089811,0.000488181627089811,11.948324042035592,SURGE,0.13793103448275862
perfumaria,2017-07,119,3969,0.029982363315696647,7,0.8015676360485873,0.037404658031726296,0.0442884143607531,0.001995301025485092,0.001995301025485092,-3.4499838576253143,COLLAPSE,0.15966386554621848
perfumaria,2017-08,117,4293,0.027253668763102725,8,0.8240155288957738,0.03307421742357713,0.04277096764690647,0.004060240359176131,0.004060240359176131,-2.388220737083882,COLLAPSE,0.08547008547008547
perfumaria,2017-10,177,4568,0.038747810858143605,10,1.8907348723238901,0.020493518909141882,0.03786575745727384,0.005074150003185562,0.005074150003185562,-3.4236746129352946,COLLAPSE,0.0903954802259887
perfumaria,2018-03,184,7188,0.025598219254312743,3,0.8970874440311438,0.028534809426475554,0.03517834740058522,0.0021597384507249765,0.0021597384507249765,-3.076084500824431,COLLAPSE,0.25
perfumaria,2018-04,159,6934,0.022930487453129506,4,0.9050534953065248,0.025336057561286335,0.03331089296800557,0.003807786972047785,0.003807786972047785,-2.0943491495876567,COLLAPSE,0.11949685534591195
perfumaria,2018-07,174,6273,0.02773792443806791,7,0.8015676360485873,0.03460459628186206,0.027720839952835256,0.001995301025485016,0.001995301025485016,3.4499838576254476,SURGE,0.07471264367816093
perfumaria,2018-08,207,6452,0.03208307501549907,8,0.8240155288957738,0.03893503689001123,0.029238286666681886,0.004060240359176102,0.004060240359176102,2.3882207370838993,SURGE,0.12077294685990338
pet_shop,2018-01,77,7220,0.010664819944598338,1,0.7869891934516078,0.013551418537050244,0.017407233716595347,0.0003268623063829699,0.0005222170114978603,-7.383549548655217,COLLAPSE,0.11688311688311688
relogios_presentes,2017-02,35,1733,0.020196191575302943,2,0.6867201869411999,0.029409637228317322,0.02143708953813372,0.0017522730696330013,0.0017522730696330013,4.549831774709283,SURGE,0.14285714285714285
relogios_presentes,2017-08,194,4293,0.0451898439319823,8,1.0754518436586742,0.04201940254083995,0.03187810513242711,0.0030767571679144855,0.0030767571679144855,3.296099384823048,SURGE,0.08762886597938144
relogios_presentes,2017-09,251,4243,0.059156257365071886,9,1.202740895771426,0.04918453972343698,0.03359029562316682,0.006018805041172528,0.006018805041172528,2.5909202895916086,SURGE,0.10358565737051793
relogios_presentes,2017-10,287,4568,0.06282837127845885,10,0.803729565802474,0.0781710340787683,0.03893536431269137,0.008248258472216484,0.008248258472216484,4.756842901836642,SURGE,0.14285714285714285
relogios_presentes,2018-08,391,6452,0.06060136391816491,8,1.0754518436586742,0.05634967690603403,0.06649097431444687,0.0030767571679144335,0.0030767571679144335,-3.2960993848231035,COLLAPSE,0.13043478260869565
telefonia,2017-07,136,3969,0.03426555807508189,7,0.6008892273090656,0.05702475018321056,0.06662472761420495,0.002575728404433736,0.002575728404433736,-3.72709227202272,COLLAPSE,0.07352941176470588
telefonia,2017-08,131,4293,0.03051479152108083,8,0.614659404778719,0.04964504127625987,0.06497843583775816,0.005541735870226358,0.005541735870226358,-2.7668937893411325,COLLAPSE,0.16030534351145037
telefonia,2017-09,164,4243,0.03865189724251709,9,3.330942310672205,0.011603892723893165,0.060078239760064135,0.008425896519520693,0.008425896519520693,-5.75301950645466,COLLAPSE,0.07317073170731707
telefonia,2018-07,206,6273,0.032839151920930974,7,0.6008892273090656,0.05465092471035474,0.04505094727936036,0.002575728404433744,0.002575728404433744,3.727092272022703,SURGE,0.18446601941747573
telefonia,2018-08,246,6452,0.03812771233725976,8,0.614659404778719,0.062030633617305445,0.04669723905580715,0.005541735870226355,0.005541735870226355,2.766893789341135,SURGE,0.15040650406504066
utilidades_domesticas,2017-03,178,2641,0.06739871260886028,3,1.0068577344554175,0.06693965820833114,0.04595838320854795,0.0030568005743217513,0.0030568005743217513,6.863802361211791,SURGE,0.12921348314606743
utilidades_domesticas,2017-07,223,3969,0.05618543713781809,7,1.1537062041789592,0.04869995232261296,0.0605651832106007,0.004830216033996209,0.004830216033996209,-2.456459670639454,COLLAPSE,0.07174887892376682
utilidades_domesticas,2017-08,245,4293,0.057069648264616815,8,1.2676608064572779,0.045019651924168055,0.05600525673917115,0.005384267688813841,0.005384267688813841,-2.040315498768085,COLLAPSE,0.11836734693877551
utilidades_domesticas,2018-01,320,7220,0.0443213296398892,1,0.625737792584059,0.07083051425879036,0.059122614403907967,0.004879374831353697,0.004879374831353697,2.3994671980619784,SURGE,0.15
utilidades_domesticas,2018-03,336,7188,0.04674457429048414,3,1.0068577344554175,0.04642619576813107,0.06228664740731663,0.006901585620441963,0.006901585620441963,-2.298088078804403,COLLAPSE,0.25595238095238093
utilidades_domesticas,2018-07,468,6273,0.0746054519368723,7,1.1537062041789592,0.06466590165384925,0.05280067076586152,0.004830216033996223,0.004830216033996223,2.456459670639445,SURGE,0.09829059829059829
utilidades_domesticas,2018-08,559,6452,0.08663980161190328,8,1.2676608064572779,0.06834620205229416,0.05736059723729107,0.00538426768881384,0.00538426768881384,2.040315498768085,SURGE,0.10196779964221825
